28/04/2023	V	LVBI11	5	102
28/04/2023	C	RBVA11	3	94,12
27/04/2023	C	CVBI11	3	86,4
27/04/2023	C	CVBI11	4	86,39
27/04/2023	C	CVBI11	1	86,41
27/04/2023	C	HSAF11	4	78,41
27/04/2023	C	HSAF11	5	78,45
27/04/2023	C	HSAF11	17	78,4
27/04/2023	V	IRDM11	50	77,84
27/04/2023	C	PLCR11	5	82,43
27/04/2023	C	PLCR11	2	82,48
26/04/2023	C	PETR4	7	26,84
18/04/2023	C	SIMH3	38	7,97
10/04/2023	C	BLMR11	30	6,2
10/04/2023	C	HGFF11	11	69,09
03/04/2023	V	TAEE1	18	34,57
29/03/2023	C	EGIE3	13	39,86
29/03/2023	C	LEVE3	14	29,43
24/03/2023	V	TAEE1	5	34,85
24/03/2023	V	TAEE1	28	35
17/03/2023	C	BRSR6	81	9,64
16/03/2023	C	PETR4	8	23,3
15/03/2023	C	BBAS3	8	36,9
14/03/2023	C	PETR4	21	24,41
13/03/2023	V	NEOE3	35	14,33
10/03/2023	C	PETR4	24	25,19
10/03/2023	C	TAEE1	16	35,91
08/03/2023	C	NEOE3	35	14,37
03/03/2023	C	BBAS3	14	37,9
23/02/2023	C	LVBI11	5	92,74
15/02/2023	C	CVBI11	5	87,31
10/02/2023	C	CVBI11	11	88,55
08/02/2023	V	ENBR3	26	20,24
07/02/2023	C	PETR4	20	25,97
06/02/2023	C	EGIE3	27	37,95
23/01/2023	C	PETR4	9	26,87
16/01/2023	C	RBVA11	4	95,73
09/01/2023	V	FIGS11	27	48,53
09/01/2023	V	FIGS11	5	48,54
09/01/2023	C	RBVA11	8	92,84
09/01/2023	C	RBVA11	2	92,8
09/01/2023	C	RBVA11	1	92,81
06/01/2023	C	FIGS11	16	49,43
06/01/2023	C	HSML11	10	75,67
04/01/2023	C	EGIE3	20	36,81
04/01/2023	C	RBVA11	12	92,45
03/01/2023	C	ENBR3	26	19,25
23/12/2022	C	RBED11	4	117,5
16/12/2022	C	BLMR11	146	6,87
16/12/2022	C	HSML11	12	77,79
15/12/2022	C	BLMR11	143	7,03
15/12/2022	C	HSML11	13	79,37
13/12/2022	C	RBED11	5	119,5
08/12/2022	C	BLMR11	85	7,14
07/12/2022	C	BLMR11	210	7,14
06/12/2022	C	PLCR11	18	85,6
05/12/2022	C	HSML11	3	81,76
02/12/2022	C	BBAS3	28	36,42
02/12/2022	C	BBAS3	30	36,31
02/12/2022	V	BBSE3	62	32,22
02/12/2022	V	BBSE3	5	32,25
22/11/2022	V	GAME11	4	9,19
21/11/2022	C	BBAS3	43	34,42
21/11/2022	C	GAME11	2	9,18
18/11/2022	C	BLMR11	23	6,91
17/11/2022	C	BLMR11	73	6,84
11/11/2022	C	BBAS3	28	35,9
11/11/2022	V	SANB4	70	15,14
10/11/2022	C	BBAS3	28	36
10/11/2022	V	LVBI11	20	104,46
08/11/2022	C	BBAS3	27	37,8
03/11/2022	C	PETR4	34	30,08
27/10/2022	C	BBAS3	13	38,85
20/10/2022	C	EZTC3	48	20,86
13/10/2022	C	BBAS3	13	38,85
11/10/2022	C	EGIE3	26	39,24
11/10/2022	C	LEVE3	21	23,98
10/10/2022	C	EGIE3	25	38,77
06/10/2022	V	JSRE11	9	86,37
05/10/2022	V	AESB3	100	9,59
05/10/2022	V	AESB3	12	9,59
05/10/2022	C	LEVE3	42	23,9
27/09/2022	C	LEVE3	22	23,62
26/09/2022	V	KNRI11	4	151,88
22/09/2022	C	HSML11	4	92,92
16/09/2022	C	HSML11	5	90,89
15/09/2022	V	IVVB11	2	224,99
15/09/2022	C	LEVE3	21	24,46
05/09/2022	V	CSMG3	18	13,85
02/09/2022	C	FIGS11	16	58,36
02/09/2022	C	HSML11	6	89,65
01/09/2022	C	GALG11	100	9,8
01/09/2022	C	HSML11	7	90,79
31/08/2022	V	CSMG3	100	13,48
31/08/2022	C	HSML11	1	91,65
29/08/2022	C	RBED11	1	134
24/08/2022	V	BARI11	20	99
24/08/2022	C	HSML11	7	87
24/08/2022	C	IRDM11	7	101,05
24/08/2022	C	LGCP11	3	79,92
24/08/2022	C	LGCP11	10	79,98
24/08/2022	C	LGCP11	2	79,99
24/08/2022	V	XPML11	5	102,36
24/08/2022	C	XPML11	1	102,45
17/08/2022	C	LGCP11	5	79,2
09/08/2022	C	LVBI11	5	103,78
09/08/2022	C	SANB4	33	15,38
05/08/2022	C	GALG11	15	91,96
03/08/2022	C	HSML11	13	77,79
29/07/2022	V	BBAS3	25	36
28/07/2022	V	BBAS3	1	36,27
22/07/2022	V	CASH3	30	1,11
22/07/2022	C	SANB4	37	14,73
12/07/2022	C	BLMR11	160	6,99
07/07/2022	C	BLMR11	200	7,04
05/07/2022	V	HLOG11	8	87,37
21/06/2022	C	BBAS3	25	32,85
21/06/2022	C	BBAS3	25	32,85
21/06/2022	C	BBAS3	25	32,85
15/06/2022	C	LVBI11	5	99,1
15/06/2022	C	TRXF11	5	98,4
10/06/2022	C	HSML11	7	77,84
09/06/2022	C	TRXF11	10	98,22
01/06/2022	C	TRXF11	2	97,95
23/05/2022	C	TRXF11	5	98,9
16/05/2022	V	RBRY11	14	103,7
16/05/2022	V	RBRY11	2	103,71
10/05/2022	V	GCFF11	13	74,2
09/05/2022	C	HSML11	20	77,42
06/05/2022	C	LVBI11	11	97,95
06/05/2022	C	PLCR11	12	86,57
